identificador,juzgado,expediente,estado,web,texto,html
SUB-JA-2021-181720,JUZGADO 1ª INSTANCIA 31 - MADRID,0241/20,Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] ,https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2021-181720&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9,SUBASTA SUB-JA-2021-181720JUZGADO 1ª INSTANCIA 31 - MADRIDExpediente: 0241/20Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] FINCA Nº 109.194 DEL REGISTRO PROPIEDAD Nº 10 DE MADRID Más... (Referencia SUB-JA-2021-181720),"<li class=""resultado-busqueda""><h3>SUBASTA SUB-JA-2021-181720</h3><h4>JUZGADO 1ª INSTANCIA 31 - MADRID</h4><p>Expediente: 0241/20</p><p>Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] </p><p>FINCA Nº 109.194 DEL REGISTRO PROPIEDAD Nº 10 DE MADRID</p><a class=""resultado-busqueda-link-defecto"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-181720&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-181720""> </a><ul><li class=""puntoHTML""><a class=""resultado-busqueda-link-otro"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-181720&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-181720"">Más... (Referencia SUB-JA-2021-181720)</a></li></ul></li>"
SUB-JA-2021-180662,JUZGADO 1ª INSTANCIA 100 - MADRID,0404/15,Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] ,https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2021-180662&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9,"SUBASTA SUB-JA-2021-180662JUZGADO 1ª INSTANCIA 100 - MADRIDExpediente: 0404/15Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] CALLE JULIAN DEL CERRO, 21 - BQ 12 - 3º B DE MADRID Más... (Referencia SUB-JA-2021-180662)","<li class=""resultado-busqueda""><h3>SUBASTA SUB-JA-2021-180662</h3><h4>JUZGADO 1ª INSTANCIA 100 - MADRID</h4><p>Expediente: 0404/15</p><p>Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] </p><p>CALLE JULIAN DEL CERRO, 21 - BQ 12 - 3º B DE MADRID</p><a class=""resultado-busqueda-link-defecto"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-180662&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-180662""> </a><ul><li class=""puntoHTML""><a class=""resultado-busqueda-link-otro"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-180662&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-180662"">Más... (Referencia SUB-JA-2021-180662)</a></li></ul></li>"
SUB-JA-2021-180699,JUZGADO 1ª INSTANCIA 32 - MADRID,0079/21,Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] ,https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2021-180699&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9,"SUBASTA SUB-JA-2021-180699JUZGADO 1ª INSTANCIA 32 - MADRIDExpediente: 0079/21Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] FINCA 12193, REG.PRO. 39 MADRID, Sita en Madrid, C/ San Virgilio, 3, 4ºD o iz. Madrid 28002 Más... (Referencia SUB-JA-2021-180699)","<li class=""resultado-busqueda""><h3>SUBASTA SUB-JA-2021-180699</h3><h4>JUZGADO 1ª INSTANCIA 32 - MADRID</h4><p>Expediente: 0079/21</p><p>Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] </p><p>FINCA 12193, REG.PRO. 39 MADRID, Sita en Madrid, C/ San Virgilio, 3, 4ºD o iz. Madrid 28002</p><a class=""resultado-busqueda-link-defecto"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-180699&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-180699""> </a><ul><li class=""puntoHTML""><a class=""resultado-busqueda-link-otro"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-180699&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-180699"">Más... (Referencia SUB-JA-2021-180699)</a></li></ul></li>"
SUB-JA-2021-1664,JUZGADO 1ª INSTANCIA 100 - MADRID,0115/18,Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] ,https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2021-166435&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9,"SUBASTA SUB-JA-2021-166435JUZGADO 1ª INSTANCIA 100 - MADRIDExpediente: 0115/18Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] URBANA.- NÚMERO OCHO.- VIVIENDA situada en la PLANTA PRIMERA a la que se accede por el portal NÚMERO DOS de la calle CANTERAS DE TILLI, en MADRID, Vicálvaro. Consta de diferentes habitaciones y servicios. Ocupa una superficie aproximada de sesenta y cinco metros y cincuenta y cuatro decímetros cuadrados. Más... (Referencia SUB-JA-2021-166435)","<li class=""resultado-busqueda""><h3>SUBASTA SUB-JA-2021-166435</h3><h4>JUZGADO 1ª INSTANCIA 100 - MADRID</h4><p>Expediente: 0115/18</p><p>Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] </p><p>URBANA.- NÚMERO OCHO.- VIVIENDA situada en la PLANTA PRIMERA a la que se accede por el portal NÚMERO DOS de la calle CANTERAS DE TILLI, en MADRID, Vicálvaro. Consta de diferentes habitaciones y servicios. Ocupa una superficie aproximada de sesenta y cinco metros y cincuenta y cuatro decímetros cuadrados.</p><a class=""resultado-busqueda-link-defecto"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-166435&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-166435""> </a><ul><li class=""puntoHTML""><a class=""resultado-busqueda-link-otro"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-166435&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-166435"">Más... (Referencia SUB-JA-2021-166435)</a></li></ul></li>"
SUB-JA-2021-181596,JUZGADO 1ª INSTANCIA 100 - MADRID,0211/20,Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] ,https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2021-181596&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9,"SUBASTA SUB-JA-2021-181596JUZGADO 1ª INSTANCIA 100 - MADRIDExpediente: 0211/20Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] MUNICIPIO DE MADRID.- FINCA DE CANILLAS SECCIÓN 3ª NÚMERO 2828 CRU:28114000277273 URBANA.-VIVIENDA.- sita en calle Mota del Cuervo 13, Bloque 36, portal 13, plata 2ª puerta B. Situación VILLA ROSA. Sujeta a régimen de comunidad nº de ordena 178. Cuota de participación 0,43 por ciento. Superficie construida: ochenta y seis metros, trece decímetros cuadrados. La autenticidad de este documento se puede comprobar en www.madrid.org/cove mediante el siguiente código seguro de verificación: 0945558401223943725637 Juzgado de 1ª Instancia nº 100 de Madrid - Ejecución Hipotecaria 211/2020 2 de 10 Linderos: frente zona de distribución de la planta y viviendas letras A, tipo I y C, tipo III de su misma planta y escalera. Derecha con la vivienda últimamente citada y espacio libre qe separa del edificioprimera comunidadde la urbanización. Izquierda con espacio libre que separa del portal número once del bloque y al fondo, con espacio libre reacayente a la calle de Motilla del Palancar. INSCRIPCIÓN en el Registro de la Propiedad n 33 de Madrid, al tomo 1478, libro 113, folio 161, como finca registral nº 2828. La hipoteca objeto de ejecución ha causado la inscripción 9ª de fecha 6 de agosto de 2015. Más... (Referencia SUB-JA-2021-181596)","<li class=""resultado-busqueda""><h3>SUBASTA SUB-JA-2021-181596</h3><h4>JUZGADO 1ª INSTANCIA 100 - MADRID</h4><p>Expediente: 0211/20</p><p>Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] </p><p>MUNICIPIO DE MADRID.- FINCA DE CANILLAS SECCIÓN 3ª NÚMERO 2828 CRU:28114000277273 URBANA.-VIVIENDA.- sita en calle Mota del Cuervo 13, Bloque 36, portal 13, plata 2ª puerta B. Situación VILLA ROSA. Sujeta a régimen de comunidad nº de ordena 178. Cuota de participación 0,43 por ciento. Superficie construida: ochenta y seis metros, trece decímetros cuadrados. La autenticidad de este documento se puede comprobar en www.madrid.org/cove mediante el siguiente código seguro de verificación: 0945558401223943725637 Juzgado de 1ª Instancia nº 100 de Madrid - Ejecución Hipotecaria 211/2020 2 de 10 Linderos: frente zona de distribución de la planta y viviendas letras A, tipo I y C, tipo III de su misma planta y escalera. Derecha con la vivienda últimamente citada y espacio libre qe separa del edificioprimera comunidadde la urbanización. Izquierda con espacio libre que separa del portal número once del bloque y al fondo, con espacio libre reacayente a la calle de Motilla del Palancar. INSCRIPCIÓN en el Registro de la Propiedad n 33 de Madrid, al tomo 1478, libro 113, folio 161, como finca registral nº 2828. La hipoteca objeto de ejecución ha causado la inscripción 9ª de fecha 6 de agosto de 2015.</p><a class=""resultado-busqueda-link-defecto"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-181596&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-181596""> </a><ul><li class=""puntoHTML""><a class=""resultado-busqueda-link-otro"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-181596&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-181596"">Más... (Referencia SUB-JA-2021-181596)</a></li></ul></li>"
SUB-JA-2021-180756,JUZGADO 1ª INSTANCIA 73 - MADRID,1039/11,Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] ,https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2021-180756&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9,SUBASTA SUB-JA-2021-180756JUZGADO 1ª INSTANCIA 73 - MADRIDExpediente: 1039/11Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] finca sita en la calle san Vicente Ferrer nº 9 de madrid Más... (Referencia SUB-JA-2021-180756),"<li class=""resultado-busqueda""><h3>SUBASTA SUB-JA-2021-180756</h3><h4>JUZGADO 1ª INSTANCIA 73 - MADRID</h4><p>Expediente: 1039/11</p><p>Estado: Celebrándose - [Conclusión prevista: 22/11/2021 a las 18:00:00] </p><p>finca sita en la calle san Vicente Ferrer nº 9 de madrid</p><a class=""resultado-busqueda-link-defecto"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-180756&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-180756""> </a><ul><li class=""puntoHTML""><a class=""resultado-busqueda-link-otro"" href=""./detalleSubasta.php?idSub=SUB-JA-2021-180756&amp;idBus=_QjlqRXZva3VCU0JtYW51ZHRQeDVjQWJyQTZ4V0xza1Uvc3RUeWJHM1Z5NnV6U0RCbnVza1hwSVhUSEMyeThxaGNFemZreHFIVE0vcC80c3lyTHYwVVlZSGNjaUNwZkxkU3p5bXBYSEFDMXNQVUxybHQwSnBaTURoYlpobUw5eEtUZS8zTkwyT3U3aFR1MFF1bnFIcDNnZnZjemdBMG1ldnFOd2xhL0hYdUVvY0NRbUptT0daQ3JEQ1JMdVgzUDNwL05DS3BPQmhoNE5UcDc3UTgrVzR0cVRSMlc2QnA5QkNMd3ZvUm1mMHI2M1RxamthelhRVnpXYnlMRXdIRU1jMXhlWFRLQWc0SkxMMnY0Rm9lN1puNU8rWUZ5N3dhNVNtenVQeFhLUHFvZlE9"" title=""Subasta SUB-JA-2021-180756"">Más... (Referencia SUB-JA-2021-180756)</a></li></ul></li>"
